Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
311263,Zara Restaurant,1,New Delhi,"Shop 15, DDA Market, Opposite Mayor Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2919552,28.6220862,Mughlai,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,24
303592,Bhatia Sweets,1,New Delhi,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305996,28.630711,Mithai,150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,97
303592,Bhatia Sweets,1,New Delhi,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305996,28.630711,SouthIndian,150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,97
303592,Bhatia Sweets,1,New Delhi,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305996,28.630711,StreetFood,150,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,97
18228856,De Cafepedia,1,New Delhi,"B-41, Shop 2, Gurdwara Road, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030936,28.6360258,FastFood,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,60
18228856,De Cafepedia,1,New Delhi,"B-41, Shop 2, Gurdwara Road, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030936,28.6360258,Chinese,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,60
18308458,Icy Curls,1,New Delhi,"C-12/1 Main Road, Madhu Vihar Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3037739,28.634931,Desserts,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,25
18308458,Icy Curls,1,New Delhi,"C-12/1 Main Road, Madhu Vihar Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3037739,28.634931,IceCream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,25
18378062,Chakhna,1,New Delhi,"G-2, Pankaj Plaza, Patparganj, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012262,28.6308689,NorthIndian,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
18378062,Chakhna,1,New Delhi,"G-2, Pankaj Plaza, Patparganj, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012262,28.6308689,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
18464687,Choco-House Chocolatiers,1,New Delhi,"224 Vardhman Plaza, 9 Local Shopping Center 2, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Desserts,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18428622,D Brown Affairs,1,New Delhi,"Anamika Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995024,28.6362246,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18428622,D Brown Affairs,1,New Delhi,"Anamika Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995024,28.6362246,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18432941,Daya Sagar,1,New Delhi,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2974464,28.6346331,NorthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18432941,Daya Sagar,1,New Delhi,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2974464,28.6346331,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18432941,Daya Sagar,1,New Delhi,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2974464,28.6346331,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18264980,Food Code 99,1,New Delhi,"C-72A, Shri Ram Chowk, Mandawali, Opposite Subzi Mandi, Vinod Nagar, Near, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3011496,28.6274039,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18264980,Food Code 99,1,New Delhi,"C-72A, Shri Ram Chowk, Mandawali, Opposite Subzi Mandi, Vinod Nagar, Near, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3011496,28.6274039,SouthIndian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18264980,Food Code 99,1,New Delhi,"C-72A, Shri Ram Chowk, Mandawali, Opposite Subzi Mandi, Vinod Nagar, Near, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3011496,28.6274039,FastFood,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18378025,Foodie Singh,1,New Delhi,"A-105, Shop 4, Chander Vihar Market, Sahyadri Appartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2990042,28.6336787,NorthIndian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
18493572,Gluten Free by Deepika,1,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Bakery,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18493572,Gluten Free by Deepika,1,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,HealthyFood,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18441696,Jain Restaurant,1,New Delhi,"246/67, Opposite Prince Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995973,28.630479,NorthIndian,500,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,0
18421488,Kesariya Sweets,1,New Delhi,"G 8, Aggarwal Tower, LSC 2, Patparganj, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.30793916,28.62804124,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
308853,KG Confectionery and Pastry Shop,1,New Delhi,"C-18, Madhuvihar, Opposite OM Bikanerwala, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3038718,28.6348699,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
308853,KG Confectionery and Pastry Shop,1,New Delhi,"C-18, Madhuvihar, Opposite OM Bikanerwala, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3038718,28.6348699,Desserts,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
312864,Krishna Da Dhaba,1,New Delhi,"Shop C- 31 A, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3032993,28.6355354,NorthIndian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18492957,Little Cup Cake,1,New Delhi,"107, Vidhi Apartments, Plot 116, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Bakery,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18492957,Little Cup Cake,1,New Delhi,"107, Vidhi Apartments, Plot 116, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Desserts,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18439029,New Kovilakam Restaurant,1,New Delhi,"A 70/3, Gali 5, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.30450468,28.63570449,Kerala,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18439029,New Kovilakam Restaurant,1,New Delhi,"A 70/3, Gali 5, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.30450468,28.63570449,SouthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18441698,Nice Food Corner,1,New Delhi,"E/74 West Vinod Nagar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2934576,28.6219398,StreetFood,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18440175,Radhey Radhey Foods,1,New Delhi,"D-500, West Vinod Nagar, Near Apex Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3029659,28.6264823,NorthIndian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18258502,Schezwan Bakery,1,New Delhi,"19, DDA Central Market (Balco Market), IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3065335,28.6304877,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18258502,Schezwan Bakery,1,New Delhi,"19, DDA Central Market (Balco Market), IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3065335,28.6304877,FastFood,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18440143,Shama Muradabadi Chicken Corner,1,New Delhi,"C-12,G/F, Main Road Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3037861,28.6349562,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18460414,Starve Stalkers,1,New Delhi,"IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,Italian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18460414,Starve Stalkers,1,New Delhi,"IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",0,0,FastFood,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18377928,Tava & Tandoor,1,New Delhi,"C-37, LG-1,2, Opposite Narwana Appartment, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030602,28.635191,NorthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18377928,Tava & Tandoor,1,New Delhi,"C-37, LG-1,2, Opposite Narwana Appartment, Madhu Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3030602,28.635191,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
6777,Chutneez Restaurant Lounge & Bar,1,New Delhi,"308-A, Above ICICI Bank, RG Square Mall, Near Max Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3095488,28.6339747,NorthIndian,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.4,Red,Poor,124
6777,Chutneez Restaurant Lounge & Bar,1,New Delhi,"308-A, Above ICICI Bank, RG Square Mall, Near Max Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3095488,28.6339747,Chinese,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.4,Red,Poor,124
6777,Chutneez Restaurant Lounge & Bar,1,New Delhi,"308-A, Above ICICI Bank, RG Square Mall, Near Max Hospital, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3095488,28.6339747,Mughlai,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.4,Red,Poor,124
8376,Domino's Pizza,1,New Delhi,"Plot 7, LSC, Prince Apartments Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012464,28.6308576,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,113
8376,Domino's Pizza,1,New Delhi,"Plot 7, LSC, Prince Apartments Market, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3012464,28.6308576,FastFood,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,113
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,NorthIndian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,SouthIndian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,StreetFood,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
8619,Mangal Sweets,1,New Delhi,"6 LSC, RSN Arcade, New Prince Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3015435,28.6304523,Mithai,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,166
18228125,Sweet Tickles,1,New Delhi,"A-18, Bathla Appartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305766,28.631723,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,71
18228125,Sweet Tickles,1,New Delhi,"A-18, Bathla Appartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305766,28.631723,Desserts,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,71
306026,Ira - The Waterside Bar - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734292,28.5981818,FingerFood,2000,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,17
302636,Nutmeg The Gourmet Shop - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,Bakery,1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,25
302636,Nutmeg The Gourmet Shop - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,Desserts,1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,25
18376494,Fabelle Chocolate Boutique - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,Desserts,1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,20
18376494,Fabelle Chocolate Boutique - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,IceCream,1200,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,20
2745,Golf Bar - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734391,28.5981778,DrinksOnly,3500,Indian Rupees(Rs.),No,No,No,No,4,3.5,Yellow,Good,45
2742,Bukhara - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1737243,28.5974659,NorthIndian,6500,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,2826
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,Asian,7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,Japanese,7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,Korean,7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,Thai,7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
309548,Tian - Asian Cuisine Studio - ITC Maurya,1,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1734547,28.5973505,Chinese,7000,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,188
311078,Ashish Lal Dhaba,1,New Delhi,"B4, Kotla Road, ITO, New Delhi",ITO,"ITO, New Delhi",77.23888333,28.63209722,NorthIndian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26
18144464,Lal Dhaba,1,New Delhi,"Plot B3, Kotla Road, ITO, New Delhi",ITO,"ITO, New Delhi",0,0,NorthIndian,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
311117,McDonald's,1,New Delhi,"GF 3A-4D, Milap Building, Bahadur Shah Zafar Marg, ITO, New Delhi",ITO,"ITO, New Delhi",77.24104444,28.63255,FastFood,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,25
311117,McDonald's,1,New Delhi,"GF 3A-4D, Milap Building, Bahadur Shah Zafar Marg, ITO, New Delhi",ITO,"ITO, New Delhi",77.24104444,28.63255,Burger,500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,25
303261,Udupi Cafe,1,New Delhi,"Ground Floor, Pratap Bhawan, Building 5, Bahadurshah Zafar Marg, Near ITO, New Delhi",ITO,"ITO, New Delhi",77.24134527,28.6311424,SouthIndian,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,117
303261,Udupi Cafe,1,New Delhi,"Ground Floor, Pratap Bhawan, Building 5, Bahadurshah Zafar Marg, Near ITO, New Delhi",ITO,"ITO, New Delhi",77.24134527,28.6311424,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,117
18037812,"34, Chowringhee Lane",1,New Delhi,"23/1, Prem Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.097151,28.6347982,FastFood,350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
18037793,Amritsar Express,1,New Delhi,"Prem Nagar, Main Road, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0969155,28.6356447,FastFood,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6
301818,Anand Chicken & Fast Food,1,New Delhi,"WZ-73, Gali 4, Shiv Nagar, Near Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.096421,28.6274912,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9
301818,Anand Chicken & Fast Food,1,New Delhi,"WZ-73, Gali 4, Shiv Nagar, Near Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.096421,28.6274912,FastFood,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9
18427235,Baba Chicken Ludhiana Wale,1,New Delhi,"18/2, DS Prem Nagar, Near Tilak Nagar Metro Station, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0968706,28.6355956,NorthIndian,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,7
307002,Bombay Vada Pav,1,New Delhi,"Shop 30/1, Double Storey, Ashok Nagar, Near Tilak Nagar Metro Station, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0969926,28.6360464,StreetFood,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,41
18037806,Cafe Coffee Day,1,New Delhi,"30/3A, Ashok Nagar, Near Metro Station, Tilak Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0971876,28.6362828,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,5
309087,Chin Pokli,1,New Delhi,"El-12 A, Shop 2, L Block, Hari Nagar, Near Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.107504,28.620964,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,13
18367977,Curries,1,New Delhi,"BE 403, Lane 7, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1090874,28.6275885,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,6
18367977,Curries,1,New Delhi,"BE 403, Lane 7, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1090874,28.6275885,Mughlai,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,6
18367977,Curries,1,New Delhi,"BE 403, Lane 7, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1090874,28.6275885,NorthIndian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,6
1106,Deepak Vaishno Dhaba,1,New Delhi,"Stalls A-F, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0981016,28.6310878,NorthIndian,350,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,59
301857,Delhi Dhaba,1,New Delhi,"A 2A, DDA Flat, Hari Nagar, Virender Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1022244,28.6237129,NorthIndian,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,15
302836,Dewan Sweets,1,New Delhi,"1, Pocket F, G-8 Area, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1108383,28.6196388,Desserts,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,18
302836,Dewan Sweets,1,New Delhi,"1, Pocket F, G-8 Area, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1108383,28.6196388,StreetFood,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,18
18279090,Flirty Momo's,1,New Delhi,"25/1, Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1028818,28.6494365,Chinese,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,37
300502,Frontier,1,New Delhi,"BA 141A, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0975994,28.6312881,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14
18203169,Giani,1,New Delhi,"Shop 3, CE-2/1, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1109713,28.6255303,IceCream,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
18203169,Giani,1,New Delhi,"Shop 3, CE-2/1, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1109713,28.6255303,Desserts,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
306891,Green Chick Chop,1,New Delhi,"AB/147, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0980497,28.6316476,RawMeats,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,60
306891,Green Chick Chop,1,New Delhi,"AB/147, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0980497,28.6316476,NorthIndian,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,60
306891,Green Chick Chop,1,New Delhi,"AB/147, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0980497,28.6316476,FastFood,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,60
6959,Khalsa Veg Corner,1,New Delhi,"27, Gurudwara Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0980565,28.6343754,NorthIndian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,22
6959,Khalsa Veg Corner,1,New Delhi,"27, Gurudwara Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0980565,28.6343754,FastFood,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,22
18282019,Kings Kulfi,1,New Delhi,"25/3, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0971673,28.6349446,IceCream,150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,10
2399,Kohli Dhaba,1,New Delhi,"Shop 3, DDA Market, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0982505,28.631387,NorthIndian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,74
5420,Laxmi Ice Cream,1,New Delhi,"27/1, Ashok Nagar, Double Store, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0968803,28.6353891,IceCream,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,25
5420,Laxmi Ice Cream,1,New Delhi,"27/1, Ashok Nagar, Double Store, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0968803,28.6353891,Desserts,200,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,25
8521,Mosaic - SK Premium Park,1,New Delhi,"SK Premium Park, 1-B, Sub District Center, Behind Deen Dayal Hospital, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1136177,28.6300121,NorthIndian,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,14
8521,Mosaic - SK Premium Park,1,New Delhi,"SK Premium Park, 1-B, Sub District Center, Behind Deen Dayal Hospital, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1136177,28.6300121,Chinese,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,14
8521,Mosaic - SK Premium Park,1,New Delhi,"SK Premium Park, 1-B, Sub District Center, Behind Deen Dayal Hospital, Hari Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1136177,28.6300121,Continental,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,14
18292455,Moti Mahal Delux,1,New Delhi,"HL-3 GF, Opposite Santoshi Mata Mandir, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1013347,28.6255608,NorthIndian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average,12
18292455,Moti Mahal Delux,1,New Delhi,"HL-3 GF, Opposite Santoshi Mata Mandir, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1013347,28.6255608,Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average,12
4000,Mukesh Chic-Inn Hot & Spice,1,New Delhi,"28/1, Double Storey, Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0969155,28.6356447,Mughlai,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,9
